#------------------------------------------------------------------------
# Program: Diag Quadratic
#          (c) Amal Medhi <amedhi@iisertvm.ac.in>
#------------------------------------------------------------------------
# job_79244_diag.x_20260313113946_amedhi@isha-2.local
# Lattice: HONEYCOMB2 (Size = 50x50x1, Sites/unitcell = 2, Boundary = 1-1-0)
# No of sites = 5000
# Model: MKM
# lambda = 0.060000
# eta = 0.100000
# lambda_R = 0.000000
# t = 1.000000
# Results: BandStruct
#------------------------------------------------------------------------
# bands: {spin=UP, n=[0:3], cols=[5:8]}
#------------------------------------------------------------------------
# k     kx            ky            kz            ek_0_0        ek_1_0        ek_2_0        ek_3_0        
#------------------------------------------------------------------------
  2011 -1.015728E+00  1.843068E+00  0.000000E+00 -9.290740E-01 -9.290740E-01  9.290740E-01  9.290740E-01
  2012 -9.431757E-01  1.801180E+00  0.000000E+00 -9.210351E-01 -9.210351E-01  9.210351E-01  9.210351E-01
  2013 -8.706237E-01  1.759292E+00  0.000000E+00 -9.139424E-01 -9.139424E-01  9.139424E-01  9.139424E-01
  2014 -7.980717E-01  1.717404E+00  0.000000E+00 -9.080477E-01 -9.080477E-01  9.080477E-01  9.080477E-01
  2015 -7.255197E-01  1.675516E+00  0.000000E+00 -9.035910E-01 -9.035910E-01  9.035910E-01  9.035910E-01
  2016 -6.529678E-01  1.633628E+00  0.000000E+00 -9.007855E-01 -9.007855E-01  9.007855E-01  9.007855E-01
  2017 -5.804158E-01  1.591740E+00  0.000000E+00 -8.998028E-01 -8.998028E-01  8.998028E-01  8.998028E-01
  2018 -5.078638E-01  1.549852E+00  0.000000E+00 -9.007596E-01 -9.007596E-01  9.007596E-01  9.007596E-01
  2019 -4.353118E-01  1.507964E+00  0.000000E+00 -9.037070E-01 -9.037070E-01  9.037070E-01  9.037070E-01
  2020 -3.627599E-01  1.466077E+00  0.000000E+00 -9.086245E-01 -9.086245E-01  9.086245E-01  9.086245E-01
  2021 -2.902079E-01  1.424189E+00  0.000000E+00 -9.154188E-01 -9.154188E-01  9.154188E-01  9.154188E-01
  2022 -2.176559E-01  1.382301E+00  0.000000E+00 -9.239276E-01 -9.239276E-01  9.239276E-01  9.239276E-01
  2023 -1.451039E-01  1.340413E+00  0.000000E+00 -9.339282E-01 -9.339282E-01  9.339282E-01  9.339282E-01
  2024 -7.255197E-02  1.298525E+00  0.000000E+00 -9.451491E-01 -9.451491E-01  9.451491E-01  9.451491E-01
  2025  0.000000E+00  1.256637E+00  0.000000E+00 -9.572843E-01 -9.572843E-01  9.572843E-01  9.572843E-01
  2026  7.255197E-02  1.214749E+00  0.000000E+00 -9.700080E-01 -9.700080E-01  9.700080E-01  9.700080E-01
  2027  1.451039E-01  1.172861E+00  0.000000E+00 -9.829898E-01 -9.829898E-01  9.829898E-01  9.829898E-01
  2028  2.176559E-01  1.130973E+00  0.000000E+00 -9.959073E-01 -9.959073E-01  9.959073E-01  9.959073E-01
  2029  2.902079E-01  1.089085E+00  0.000000E+00 -1.008458E+00 -1.008458E+00  1.008458E+00  1.008458E+00
  2030  3.627599E-01  1.047198E+00  0.000000E+00 -1.020370E+00 -1.020370E+00  1.020370E+00  1.020370E+00
  2031  4.353118E-01  1.005310E+00  0.000000E+00 -1.031406E+00 -1.031406E+00  1.031406E+00  1.031406E+00
  2032  5.078638E-01  9.634217E-01  0.000000E+00 -1.041372E+00 -1.041372E+00  1.041372E+00  1.041372E+00
  2033  5.804158E-01  9.215338E-01  0.000000E+00 -1.050116E+00 -1.050116E+00  1.050116E+00  1.050116E+00
  2034  6.529678E-01  8.796459E-01  0.000000E+00 -1.057532E+00 -1.057532E+00  1.057532E+00  1.057532E+00
  2035  7.255197E-01  8.377580E-01  0.000000E+00 -1.063558E+00 -1.063558E+00  1.063558E+00  1.063558E+00
  2036  7.980717E-01  7.958701E-01  0.000000E+00 -1.068174E+00 -1.068174E+00  1.068174E+00  1.068174E+00
  2037  8.706237E-01  7.539822E-01  0.000000E+00 -1.071396E+00 -1.071396E+00  1.071396E+00  1.071396E+00
  2038  9.431757E-01  7.120943E-01  0.000000E+00 -1.073274E+00 -1.073274E+00  1.073274E+00  1.073274E+00
  2039  1.015728E+00  6.702064E-01  0.000000E+00 -1.073883E+00 -1.073883E+00  1.073883E+00  1.073883E+00
  2040  1.088280E+00  6.283185E-01  0.000000E+00 -1.073320E+00 -1.073320E+00  1.073320E+00  1.073320E+00
  2041  1.160832E+00  5.864306E-01  0.000000E+00 -1.071694E+00 -1.071694E+00  1.071694E+00  1.071694E+00
  2042  1.233384E+00  5.445427E-01  0.000000E+00 -1.069119E+00 -1.069119E+00  1.069119E+00  1.069119E+00
  2043  1.305936E+00  5.026548E-01  0.000000E+00 -1.065710E+00 -1.065710E+00  1.065710E+00  1.065710E+00
  2044  1.378488E+00  4.607669E-01  0.000000E+00 -1.061575E+00 -1.061575E+00  1.061575E+00  1.061575E+00
  2045  1.451039E+00  4.188790E-01  0.000000E+00 -1.056809E+00 -1.056809E+00  1.056809E+00  1.056809E+00
  2046  1.523591E+00  3.769911E-01  0.000000E+00 -1.051492E+00 -1.051492E+00  1.051492E+00  1.051492E+00
  2047  1.596143E+00  3.351032E-01  0.000000E+00 -1.045688E+00 -1.045688E+00  1.045688E+00  1.045688E+00
  2048  1.668695E+00  2.932153E-01  0.000000E+00 -1.039442E+00 -1.039442E+00  1.039442E+00  1.039442E+00
  2049  1.741247E+00  2.513274E-01  0.000000E+00 -1.032780E+00 -1.032780E+00  1.032780E+00  1.032780E+00
  2050  1.813799E+00  2.932153E-01  0.000000E+00 -1.023307E+00 -1.023307E+00  1.023307E+00  1.023307E+00
  2051  1.886351E+00  2.513274E-01  0.000000E+00 -1.016528E+00 -1.016528E+00  1.016528E+00  1.016528E+00
  2052  1.958903E+00  2.094395E-01  0.000000E+00 -1.009275E+00 -1.009275E+00  1.009275E+00  1.009275E+00
  2053  2.031455E+00  1.675516E-01  0.000000E+00 -1.001535E+00 -1.001535E+00  1.001535E+00  1.001535E+00
  2054  2.104007E+00  1.256637E-01  0.000000E+00 -9.932992E-01 -9.932992E-01  9.932992E-01  9.932992E-01
  2055  2.176559E+00  8.377580E-02  0.000000E+00 -9.845757E-01 -9.845757E-01  9.845757E-01  9.845757E-01
  2056  2.249111E+00  4.188790E-02  0.000000E+00 -9.753953E-01 -9.753953E-01  9.753953E-01  9.753953E-01
  2057  2.321663E+00  0.000000E+00  0.000000E+00 -9.658180E-01 -9.658180E-01  9.658180E-01  9.658180E-01
  2058 -1.233384E+00  2.052507E+00  0.000000E+00 -9.559387E-01 -9.559387E-01  9.559387E-01  9.559387E-01
  2059 -1.160832E+00  2.010619E+00  0.000000E+00 -9.458902E-01 -9.458902E-01  9.458902E-01  9.458902E-01
  2060 -1.088280E+00  1.968731E+00  0.000000E+00 -9.358443E-01 -9.358443E-01  9.358443E-01  9.358443E-01
  2061 -1.015728E+00  1.926843E+00  0.000000E+00 -9.260102E-01 -9.260102E-01  9.260102E-01  9.260102E-01
  2062 -9.431757E-01  1.884956E+00  0.000000E+00 -9.166300E-01 -9.166300E-01  9.166300E-01  9.166300E-01
  2063 -8.706237E-01  1.843068E+00  0.000000E+00 -9.079705E-01 -9.079705E-01  9.079705E-01  9.079705E-01
  2064 -7.980717E-01  1.801180E+00  0.000000E+00 -9.003127E-01 -9.003127E-01  9.003127E-01  9.003127E-01
  2065 -7.255197E-01  1.759292E+00  0.000000E+00 -8.939378E-01 -8.939378E-01  8.939378E-01  8.939378E-01
  2066 -6.529678E-01  1.717404E+00  0.000000E+00 -8.891105E-01 -8.891105E-01  8.891105E-01  8.891105E-01
  2067 -5.804158E-01  1.675516E+00  0.000000E+00 -8.860630E-01 -8.860630E-01  8.860630E-01  8.860630E-01
  2068 -5.078638E-01  1.633628E+00  0.000000E+00 -8.849773E-01 -8.849773E-01  8.849773E-01  8.849773E-01
  2069 -4.353118E-01  1.591740E+00  0.000000E+00 -8.859713E-01 -8.859713E-01  8.859713E-01  8.859713E-01
  2070 -3.627599E-01  1.549852E+00  0.000000E+00 -8.890881E-01 -8.890881E-01  8.890881E-01  8.890881E-01
  2071 -2.902079E-01  1.507964E+00  0.000000E+00 -8.942903E-01 -8.942903E-01  8.942903E-01  8.942903E-01
  2072 -2.176559E-01  1.466077E+00  0.000000E+00 -9.014608E-01 -9.014608E-01  9.014608E-01  9.014608E-01
  2073 -1.451039E-01  1.424189E+00  0.000000E+00 -9.104084E-01 -9.104084E-01  9.104084E-01  9.104084E-01
  2074 -7.255197E-02  1.382301E+00  0.000000E+00 -9.208791E-01 -9.208791E-01  9.208791E-01  9.208791E-01
  2075  0.000000E+00  1.340413E+00  0.000000E+00 -9.325708E-01 -9.325708E-01  9.325708E-01  9.325708E-01
  2076  7.255197E-02  1.298525E+00  0.000000E+00 -9.451491E-01 -9.451491E-01  9.451491E-01  9.451491E-01
  2077  1.451039E-01  1.256637E+00  0.000000E+00 -9.582647E-01 -9.582647E-01  9.582647E-01  9.582647E-01
  2078  2.176559E-01  1.214749E+00  0.000000E+00 -9.715689E-01 -9.715689E-01  9.715689E-01  9.715689E-01
  2079  2.902079E-01  1.172861E+00  0.000000E+00 -9.847277E-01 -9.847277E-01  9.847277E-01  9.847277E-01
  2080  3.627599E-01  1.130973E+00  0.000000E+00 -9.974334E-01 -9.974334E-01  9.974334E-01  9.974334E-01
  2081  4.353118E-01  1.089085E+00  0.000000E+00 -1.009414E+00 -1.009414E+00  1.009414E+00  1.009414E+00
  2082  5.078638E-01  1.047198E+00  0.000000E+00 -1.020440E+00 -1.020440E+00  1.020440E+00  1.020440E+00
  2083  5.804158E-01  1.005310E+00  0.000000E+00 -1.030327E+00 -1.030327E+00  1.030327E+00  1.030327E+00
  2084  6.529678E-01  9.634217E-01  0.000000E+00 -1.038939E+00 -1.038939E+00  1.038939E+00  1.038939E+00
  2085  7.255197E-01  9.215338E-01  0.000000E+00 -1.046188E+00 -1.046188E+00  1.046188E+00  1.046188E+00
  2086  7.980717E-01  8.796459E-01  0.000000E+00 -1.052030E+00 -1.052030E+00  1.052030E+00  1.052030E+00
  2087  8.706237E-01  8.377580E-01  0.000000E+00 -1.056467E+00 -1.056467E+00  1.056467E+00  1.056467E+00
  2088  9.431757E-01  7.958701E-01  0.000000E+00 -1.059532E+00 -1.059532E+00  1.059532E+00  1.059532E+00
  2089  1.015728E+00  7.539822E-01  0.000000E+00 -1.061294E+00 -1.061294E+00  1.061294E+00  1.061294E+00
  2090  1.088280E+00  7.120943E-01  0.000000E+00 -1.061843E+00 -1.061843E+00  1.061843E+00  1.061843E+00
  2091  1.160832E+00  6.702064E-01  0.000000E+00 -1.061286E+00 -1.061286E+00  1.061286E+00  1.061286E+00
  2092  1.233384E+00  6.283185E-01  0.000000E+00 -1.059740E+00 -1.059740E+00  1.059740E+00  1.059740E+00
  2093  1.305936E+00  5.864306E-01  0.000000E+00 -1.057320E+00 -1.057320E+00  1.057320E+00  1.057320E+00
  2094  1.378488E+00  5.445427E-01  0.000000E+00 -1.054137E+00 -1.054137E+00  1.054137E+00  1.054137E+00
  2095  1.451039E+00  5.026548E-01  0.000000E+00 -1.050292E+00 -1.050292E+00  1.050292E+00  1.050292E+00
  2096  1.523591E+00  4.607669E-01  0.000000E+00 -1.045866E+00 -1.045866E+00  1.045866E+00  1.045866E+00
  2097  1.596143E+00  4.188790E-01  0.000000E+00 -1.040922E+00 -1.040922E+00  1.040922E+00  1.040922E+00
  2098  1.668695E+00  3.769911E-01  0.000000E+00 -1.035503E+00 -1.035503E+00  1.035503E+00  1.035503E+00
  2099  1.741247E+00  3.351032E-01  0.000000E+00 -1.029630E+00 -1.029630E+00  1.029630E+00  1.029630E+00
  2100  1.813799E+00  3.769911E-01  0.000000E+00 -1.020325E+00 -1.020325E+00  1.020325E+00  1.020325E+00
  2101  1.886351E+00  3.351032E-01  0.000000E+00 -1.014271E+00 -1.014271E+00  1.014271E+00  1.014271E+00
  2102  1.958903E+00  2.932153E-01  0.000000E+00 -1.007687E+00 -1.007687E+00  1.007687E+00  1.007687E+00
  2103  2.031455E+00  2.513274E-01  0.000000E+00 -1.000539E+00 -1.000539E+00  1.000539E+00  1.000539E+00
  2104  2.104007E+00  2.094395E-01  0.000000E+00 -9.927980E-01 -9.927980E-01  9.927980E-01  9.927980E-01
  2105  2.176559E+00  1.675516E-01  0.000000E+00 -9.844473E-01 -9.844473E-01  9.844473E-01  9.844473E-01
  2106  2.249111E+00  1.256637E-01  0.000000E+00 -9.754919E-01 -9.754919E-01  9.754919E-01  9.754919E-01
  2107  2.321663E+00  8.377580E-02  0.000000E+00 -9.659658E-01 -9.659658E-01  9.659658E-01  9.659658E-01
  2108 -1.233384E+00 -2.052507E+00  0.000000E+00 -9.559387E-01 -9.559387E-01  9.559387E-01  9.559387E-01
  2109 -1.160832E+00  2.094395E+00  0.000000E+00 -9.455212E-01 -9.455212E-01  9.455212E-01  9.455212E-01
  2110 -1.088280E+00  2.052507E+00  0.000000E+00 -9.348672E-01 -9.348672E-01  9.348672E-01  9.348672E-01
  2111 -1.015728E+00  2.010619E+00  0.000000E+00 -9.241746E-01 -9.241746E-01  9.241746E-01  9.241746E-01
  2112 -9.431757E-01  1.968731E+00  0.000000E+00 -9.136825E-01 -9.136825E-01  9.136825E-01  9.136825E-01
  2113 -8.706237E-01  1.926843E+00  0.000000E+00 -9.036650E-01 -9.036650E-01  9.036650E-01  9.036650E-01
  2114 -7.980717E-01  1.884956E+00  0.000000E+00 -8.944216E-01 -8.944216E-01  8.944216E-01  8.944216E-01
  2115 -7.255197E-01  1.843068E+00  0.000000E+00 -8.862646E-01 -8.862646E-01  8.862646E-01  8.862646E-01
  2116 -6.529678E-01  1.801180E+00  0.000000E+00 -8.795025E-01 -8.795025E-01  8.795025E-01  8.795025E-01
  2117 -5.804158E-01  1.759292E+00  0.000000E+00 -8.744219E-01 -8.744219E-01  8.744219E-01  8.744219E-01
  2118 -5.078638E-01  1.717404E+00  0.000000E+00 -8.712683E-01 -8.712683E-01  8.712683E-01  8.712683E-01
  2119 -4.353118E-01  1.675516E+00  0.000000E+00 -8.702282E-01 -8.702282E-01  8.702282E-01  8.702282E-01
  2120 -3.627599E-01  1.633628E+00  0.000000E+00 -8.714135E-01 -8.714135E-01  8.714135E-01  8.714135E-01
  2121 -2.902079E-01  1.591740E+00  0.000000E+00 -8.748514E-01 -8.748514E-01  8.748514E-01  8.748514E-01
  2122 -2.176559E-01  1.549852E+00  0.000000E+00 -8.804804E-01 -8.804804E-01  8.804804E-01  8.804804E-01
  2123 -1.451039E-01  1.507964E+00  0.000000E+00 -8.881527E-01 -8.881527E-01  8.881527E-01  8.881527E-01
  2124 -7.255197E-02  1.466077E+00  0.000000E+00 -8.976432E-01 -8.976432E-01  8.976432E-01  8.976432E-01
  2125  0.000000E+00  1.424189E+00  0.000000E+00 -9.086635E-01 -9.086635E-01  9.086635E-01  9.086635E-01
  2126  7.255197E-02  1.382301E+00  0.000000E+00 -9.208791E-01 -9.208791E-01  9.208791E-01  9.208791E-01
  2127  1.451039E-01  1.340413E+00  0.000000E+00 -9.339282E-01 -9.339282E-01  9.339282E-01  9.339282E-01
  2128  2.176559E-01  1.298525E+00  0.000000E+00 -9.474397E-01 -9.474397E-01  9.474397E-01  9.474397E-01
  2129  2.902079E-01  1.256637E+00  0.000000E+00 -9.610501E-01 -9.610501E-01  9.610501E-01  9.610501E-01
  2130  3.627599E-01  1.214749E+00  0.000000E+00 -9.744179E-01 -9.744179E-01  9.744179E-01  9.744179E-01
  2131  4.353118E-01  1.172861E+00  0.000000E+00 -9.872346E-01 -9.872346E-01  9.872346E-01  9.872346E-01
  2132  5.078638E-01  1.130973E+00  0.000000E+00 -9.992337E-01 -9.992337E-01  9.992337E-01  9.992337E-01
  2133  5.804158E-01  1.089085E+00  0.000000E+00 -1.010196E+00 -1.010196E+00  1.010196E+00  1.010196E+00
  2134  6.529678E-01  1.047198E+00  0.000000E+00 -1.019953E+00 -1.019953E+00  1.019953E+00  1.019953E+00
  2135  7.255197E-01  1.005310E+00  0.000000E+00 -1.028388E+00 -1.028388E+00  1.028388E+00  1.028388E+00
  2136  7.980717E-01  9.634217E-01  0.000000E+00 -1.035431E+00 -1.035431E+00  1.035431E+00  1.035431E+00
  2137  8.706237E-01  9.215338E-01  0.000000E+00 -1.041062E+00 -1.041062E+00  1.041062E+00  1.041062E+00
  2138  9.431757E-01  8.796459E-01  0.000000E+00 -1.045301E+00 -1.045301E+00  1.045301E+00  1.045301E+00
  2139  1.015728E+00  8.377580E-01  0.000000E+00 -1.048203E+00 -1.048203E+00  1.048203E+00  1.048203E+00
  2140  1.088280E+00  7.958701E-01  0.000000E+00 -1.049852E+00 -1.049852E+00  1.049852E+00  1.049852E+00
  2141  1.160832E+00  7.539822E-01  0.000000E+00 -1.050352E+00 -1.050352E+00  1.050352E+00  1.050352E+00
  2142  1.233384E+00  7.120943E-01  0.000000E+00 -1.049818E+00 -1.049818E+00  1.049818E+00  1.049818E+00
  2143  1.305936E+00  6.702064E-01  0.000000E+00 -1.048370E+00 -1.048370E+00  1.048370E+00  1.048370E+00
  2144  1.378488E+00  6.283185E-01  0.000000E+00 -1.046124E+00 -1.046124E+00  1.046124E+00  1.046124E+00
  2145  1.451039E+00  5.864306E-01  0.000000E+00 -1.043182E+00 -1.043182E+00  1.043182E+00  1.043182E+00
  2146  1.523591E+00  5.445427E-01  0.000000E+00 -1.039632E+00 -1.039632E+00  1.039632E+00  1.039632E+00
  2147  1.596143E+00  5.026548E-01  0.000000E+00 -1.035541E+00 -1.035541E+00  1.035541E+00  1.035541E+00
  2148  1.668695E+00  4.607669E-01  0.000000E+00 -1.030949E+00 -1.030949E+00  1.030949E+00  1.030949E+00
  2149  1.741247E+00  4.188790E-01  0.000000E+00 -1.025878E+00 -1.025878E+00  1.025878E+00  1.025878E+00
  2150  1.813799E+00  4.607669E-01  0.000000E+00 -1.016955E+00 -1.016955E+00  1.016955E+00  1.016955E+00
  2151  1.886351E+00  4.188790E-01  0.000000E+00 -1.011654E+00 -1.011654E+00  1.011654E+00  1.011654E+00
  2152  1.958903E+00  3.769911E-01  0.000000E+00 -1.005787E+00 -1.005787E+00  1.005787E+00  1.005787E+00
  2153  2.031455E+00  3.351032E-01  0.000000E+00 -9.993024E-01 -9.993024E-01  9.993024E-01  9.993024E-01
  2154  2.104007E+00  2.932153E-01  0.000000E+00 -9.921532E-01 -9.921532E-01  9.921532E-01  9.921532E-01
  2155  2.176559E+00  2.513274E-01  0.000000E+00 -9.842996E-01 -9.842996E-01  9.842996E-01  9.842996E-01
  2156  2.249111E+00  2.094395E-01  0.000000E+00 -9.757211E-01 -9.757211E-01  9.757211E-01  9.757211E-01
  2157 -1.305936E+00 -1.926843E+00  0.000000E+00 -9.664248E-01 -9.664248E-01  9.664248E-01  9.664248E-01
  2158 -1.233384E+00 -1.968731E+00  0.000000E+00 -9.564530E-01 -9.564530E-01  9.564530E-01  9.564530E-01
  2159 -1.160832E+00 -2.010619E+00  0.000000E+00 -9.458902E-01 -9.458902E-01  9.458902E-01  9.458902E-01
  2160 -1.088280E+00 -2.052507E+00  0.000000E+00 -9.348672E-01 -9.348672E-01  9.348672E-01  9.348672E-01
  2161 -1.015728E+00  2.094395E+00  0.000000E+00 -9.235633E-01 -9.235633E-01  9.235633E-01  9.235633E-01
  2162 -9.431757E-01  2.052507E+00  0.000000E+00 -9.122059E-01 -9.122059E-01  9.122059E-01  9.122059E-01
  2163 -8.706237E-01  2.010619E+00  0.000000E+00 -9.010662E-01 -9.010662E-01  9.010662E-01  9.010662E-01
  2164 -7.980717E-01  1.968731E+00  0.000000E+00 -8.904516E-01 -8.904516E-01  8.904516E-01  8.904516E-01
  2165 -7.255197E-01  1.926843E+00  0.000000E+00 -8.806943E-01 -8.806943E-01  8.806943E-01  8.806943E-01
  2166 -6.529678E-01  1.884956E+00  0.000000E+00 -8.721361E-01 -8.721361E-01  8.721361E-01  8.721361E-01
  2167 -5.804158E-01  1.843068E+00  0.000000E+00 -8.651098E-01 -8.651098E-01  8.651098E-01  8.651098E-01
  2168 -5.078638E-01  1.801180E+00  0.000000E+00 -8.599188E-01 -8.599188E-01  8.599188E-01  8.599188E-01
  2169 -4.353118E-01  1.759292E+00  0.000000E+00 -8.568158E-01 -8.568158E-01  8.568158E-01  8.568158E-01
  2170 -3.627599E-01  1.717404E+00  0.000000E+00 -8.559840E-01 -8.559840E-01  8.559840E-01  8.559840E-01
  2171 -2.902079E-01  1.675516E+00  0.000000E+00 -8.575212E-01 -8.575212E-01  8.575212E-01  8.575212E-01
  2172 -2.176559E-01  1.633628E+00  0.000000E+00 -8.614308E-01 -8.614308E-01  8.614308E-01  8.614308E-01
  2173 -1.451039E-01  1.591740E+00  0.000000E+00 -8.676195E-01 -8.676195E-01  8.676195E-01  8.676195E-01
  2174 -7.255197E-02  1.549852E+00  0.000000E+00 -8.759034E-01 -8.759034E-01  8.759034E-01  8.759034E-01
  2175  0.000000E+00  1.507964E+00  0.000000E+00 -8.860194E-01 -8.860194E-01  8.860194E-01  8.860194E-01
  2176  7.255197E-02  1.466077E+00  0.000000E+00 -8.976432E-01 -8.976432E-01  8.976432E-01  8.976432E-01
  2177  1.451039E-01  1.424189E+00  0.000000E+00 -9.104084E-01 -9.104084E-01  9.104084E-01  9.104084E-01
  2178  2.176559E-01  1.382301E+00  0.000000E+00 -9.239276E-01 -9.239276E-01  9.239276E-01  9.239276E-01
  2179  2.902079E-01  1.340413E+00  0.000000E+00 -9.378119E-01 -9.378119E-01  9.378119E-01  9.378119E-01
  2180  3.627599E-01  1.298525E+00  0.000000E+00 -9.516876E-01 -9.516876E-01  9.516876E-01  9.516876E-01
  2181  4.353118E-01  1.256637E+00  0.000000E+00 -9.652105E-01 -9.652105E-01  9.652105E-01  9.652105E-01
  2182  5.078638E-01  1.214749E+00  0.000000E+00 -9.780769E-01 -9.780769E-01  9.780769E-01  9.780769E-01
  2183  5.804158E-01  1.172861E+00  0.000000E+00 -9.900305E-01 -9.900305E-01  9.900305E-01  9.900305E-01
  2184  6.529678E-01  1.130973E+00  0.000000E+00 -1.000868E+00 -1.000868E+00  1.000868E+00  1.000868E+00
  2185  7.255197E-01  1.089085E+00  0.000000E+00 -1.010439E+00 -1.010439E+00  1.010439E+00  1.010439E+00
  2186  7.980717E-01  1.047198E+00  0.000000E+00 -1.018647E+00 -1.018647E+00  1.018647E+00  1.018647E+00
  2187  8.706237E-01  1.005310E+00  0.000000E+00 -1.025448E+00 -1.025448E+00  1.025448E+00  1.025448E+00
  2188  9.431757E-01  9.634217E-01  0.000000E+00 -1.030842E+00 -1.030842E+00  1.030842E+00  1.030842E+00
  2189  1.015728E+00  9.215338E-01  0.000000E+00 -1.034870E+00 -1.034870E+00  1.034870E+00  1.034870E+00
  2190  1.088280E+00  8.796459E-01  0.000000E+00 -1.037605E+00 -1.037605E+00  1.037605E+00  1.037605E+00
  2191  1.160832E+00  8.377580E-01  0.000000E+00 -1.039148E+00 -1.039148E+00  1.039148E+00  1.039148E+00
  2192  1.233384E+00  7.958701E-01  0.000000E+00 -1.039612E+00 -1.039612E+00  1.039612E+00  1.039612E+00
  2193  1.305936E+00  7.539822E-01  0.000000E+00 -1.039118E+00 -1.039118E+00  1.039118E+00  1.039118E+00
  2194  1.378488E+00  7.120943E-01  0.000000E+00 -1.037787E+00 -1.037787E+00  1.037787E+00  1.037787E+00
  2195  1.451039E+00  6.702064E-01  0.000000E+00 -1.035728E+00 -1.035728E+00  1.035728E+00  1.035728E+00
  2196  1.523591E+00  6.283185E-01  0.000000E+00 -1.033033E+00 -1.033033E+00  1.033033E+00  1.033033E+00
  2197  1.596143E+00  5.864306E-01  0.000000E+00 -1.029776E+00 -1.029776E+00  1.029776E+00  1.029776E+00
  2198  1.668695E+00  5.445427E-01  0.000000E+00 -1.026000E+00 -1.026000E+00  1.026000E+00  1.026000E+00
  2199  1.741247E+00  5.026548E-01  0.000000E+00 -1.021728E+00 -1.021728E+00  1.021728E+00  1.021728E+00
  2200  1.813799E+00  5.445427E-01  0.000000E+00 -1.013406E+00 -1.013406E+00  1.013406E+00  1.013406E+00
  2201  1.886351E+00  5.026548E-01  0.000000E+00 -1.008868E+00 -1.008868E+00  1.008868E+00  1.008868E+00
  2202  1.958903E+00  4.607669E-01  0.000000E+00 -1.003743E+00 -1.003743E+00  1.003743E+00  1.003743E+00
  2203  2.031455E+00  4.188790E-01  0.000000E+00 -9.979702E-01 -9.979702E-01  9.979702E-01  9.979702E-01
  2204  2.104007E+00  3.769911E-01  0.000000E+00 -9.914846E-01 -9.914846E-01  9.914846E-01  9.914846E-01
  2205  2.176559E+00  3.351032E-01  0.000000E+00 -9.842265E-01 -9.842265E-01  9.842265E-01  9.842265E-01
  2206 -1.378488E+00 -1.801180E+00  0.000000E+00 -9.761516E-01 -9.761516E-01  9.761516E-01  9.761516E-01
  2207 -1.305936E+00 -1.843068E+00  0.000000E+00 -9.672402E-01 -9.672402E-01  9.672402E-01  9.672402E-01
  2208 -1.233384E+00 -1.884956E+00  0.000000E+00 -9.575066E-01 -9.575066E-01  9.575066E-01  9.575066E-01
  2209 -1.160832E+00 -1.926843E+00  0.000000E+00 -9.470068E-01 -9.470068E-01  9.470068E-01  9.470068E-01
  2210 -1.088280E+00 -1.968731E+00  0.000000E+00 -9.358443E-01 -9.358443E-01  9.358443E-01  9.358443E-01
  2211 -1.015728E+00 -2.010619E+00  0.000000E+00 -9.241746E-01 -9.241746E-01  9.241746E-01  9.241746E-01
  2212 -9.431757E-01 -2.052507E+00  0.000000E+00 -9.122059E-01 -9.122059E-01  9.122059E-01  9.122059E-01
  2213 -8.706237E-01  2.094395E+00  0.000000E+00 -9.001974E-01 -9.001974E-01  9.001974E-01  9.001974E-01
  2214 -7.980717E-01  2.052507E+00  0.000000E+00 -8.884538E-01 -8.884538E-01  8.884538E-01  8.884538E-01
  2215 -7.255197E-01  2.010619E+00  0.000000E+00 -8.773160E-01 -8.773160E-01  8.773160E-01  8.773160E-01
  2216 -6.529678E-01  1.968731E+00  0.000000E+00 -8.671473E-01 -8.671473E-01  8.671473E-01  8.671473E-01
  2217 -5.804158E-01  1.926843E+00  0.000000E+00 -8.583160E-01 -8.583160E-01  8.583160E-01  8.583160E-01
  2218 -5.078638E-01  1.884956E+00  0.000000E+00 -8.511744E-01 -8.511744E-01  8.511744E-01  8.511744E-01
  2219 -4.353118E-01  1.843068E+00  0.000000E+00 -8.460362E-01 -8.460362E-01  8.460362E-01  8.460362E-01
  2220 -3.627599E-01  1.801180E+00  0.000000E+00 -8.431539E-01 -8.431539E-01  8.431539E-01  8.431539E-01
  2221 -2.902079E-01  1.759292E+00  0.000000E+00 -8.426985E-01 -8.426985E-01  8.426985E-01  8.426985E-01
  2222 -2.176559E-01  1.717404E+00  0.000000E+00 -8.447452E-01 -8.447452E-01  8.447452E-01  8.447452E-01
  2223 -1.451039E-01  1.675516E+00  0.000000E+00 -8.492655E-01 -8.492655E-01  8.492655E-01  8.492655E-01
  2224 -7.255197E-02  1.633628E+00  0.000000E+00 -8.561282E-01 -8.561282E-01  8.561282E-01  8.561282E-01
  2225  0.000000E+00  1.591740E+00  0.000000E+00 -8.651084E-01 -8.651084E-01  8.651084E-01  8.651084E-01
  2226  7.255197E-02  1.549852E+00  0.000000E+00 -8.759034E-01 -8.759034E-01  8.759034E-01  8.759034E-01
  2227  1.451039E-01  1.507964E+00  0.000000E+00 -8.881527E-01 -8.881527E-01  8.881527E-01  8.881527E-01
  2228  2.176559E-01  1.466077E+00  0.000000E+00 -9.014608E-01 -9.014608E-01  9.014608E-01  9.014608E-01
